2,11,2,1,1,26,125,1662,1,2266.98419998866,1
2,11,2,0,9,145,944,1561,9,1717.32170000905,1
2,11,2,1,1,48,147,1538,1,1267.01790001243,1
2,11,2,2,2,54,203,1669,2,1250.22739998531,1
2,11,2,1,1,17,116,1791,1,1283.75350002898,1
2,11,2,0,9,143,942,1519,9,967.01010002289,1
2,11,2,2,2,59,208,1547,1,1284.30290002143,0
2,11,2,2,2,89,238,1613,1,1317.03420000849,0
2,11,2,2,2,92,241,1558,2,1367.22090002149,1
2,11,2,2,2,81,230,1787,2,1147.62849995168,1
2,11,2,1,1,34,133,1664,1,1733.46650000894,1
2,11,2,1,1,8,107,1500,1,1483.69219998131,1
2,11,2,1,1,18,117,1671,1,1683.70259995572,1
2,11,2,0,9,133,932,1582,9,1433.52770002093,1
2,11,2,1,1,42,141,1621,1,1633.78550001653,1
2,11,2,0,9,104,903,1744,9,1500.32260001171,1
2,11,2,2,2,74,223,1587,2,1217.07289997721,1
2,11,2,0,9,112,911,1623,9,1300.69129995536,1
2,11,2,2,2,61,210,1773,2,1300.54999998538,1
2,11,2,2,2,84,233,1578,1,1383.65019997582,0
2,11,2,1,1,7,106,1517,2,1466.9141000486,0
2,11,2,1,1,1,100,1652,1,1883.77359998412,1
2,11,2,0,9,144,943,1614,9,1717.01339998981,1
2,11,2,2,2,100,249,1546,1,1483.70979999891,0
2,11,2,1,1,27,126,1716,1,2100.54140002467,1
2,11,2,0,9,150,949,1586,9,1866.95250001503,1
2,11,2,0,9,103,902,1791,9,1267.01860001776,1
2,11,2,0,9,142,941,1594,9,1433.72599995928,1
2,11,2,0,9,140,939,1731,9,1733.64450002555,1
2,11,2,2,2,87,236,1765,2,1517.11869996507,1
2,11,2,1,1,33,132,1673,1,1517.0092000044,1
2,11,2,2,2,56,205,1559,1,1950.3040999989,0
2,11,2,1,1,43,142,1602,1,1983.32529998152,1
2,11,2,2,2,94,243,1597,1,1900.49590001581,0
2,11,2,2,2,57,206,1672,2,1217.12990000378,1
2,11,2,0,9,110,909,1613,9,1949.94480005698,1
2,11,2,0,9,102,901,1744,9,1600.25730001507,1
2,11,2,2,2,71,220,1662,1,1817.10379995639,0
2,11,2,1,1,25,124,1652,1,2050.10029999539,1
2,11,2,0,9,139,938,1625,9,1833.25129997684,1
2,11,2,2,2,64,213,1560,1,2066.66979996953,0
2,11,2,2,2,60,209,1513,2,1583.66210001986,1
2,11,2,2,2,65,214,1665,1,1733.64869999932,0
2,11,2,1,1,31,130,1545,1,2617.09090002114,1
2,11,2,2,2,67,216,1657,2,1416.88859998249,1
2,11,2,1,1,24,123,1627,1,2117.06059996504,1
2,11,2,0,9,125,924,1679,9,2067.09889997728,1
2,11,2,2,2,79,228,1593,2,2033.68029999547,1
2,11,2,1,1,45,144,1795,1,1900.28189995792,1
2,11,2,2,2,51,200,1536,2,1500.31370000215,1
2,11,2,0,9,123,922,1790,9,2401.40959998826,1
2,11,2,1,1,20,119,1543,1,2451.99960004538,1
2,11,2,2,2,91,240,1671,1,1900.43390000938,0
2,11,2,1,1,22,121,1670,1,2384.09100001445,1
2,11,2,1,1,2,101,1535,1,2233.76810003538,1
2,11,2,0,9,108,907,1602,9,1867.00050003128,1
2,11,2,2,2,98,247,1558,2,1683.7327000103,1
2,11,2,1,1,15,114,1764,1,2483.60519995913,1
2,11,2,0,9,118,917,1769,9,2500.43270003516,1
2,11,2,2,2,88,237,1682,1,2400.4791000043,0
2,11,2,2,2,73,222,1765,2,1816.80089997826,1
2,11,2,1,1,9,108,1712,1,1966.98189998278,1
2,11,2,0,9,105,904,1671,9,1783.67520001484,1
2,11,2,0,9,120,919,1619,9,1566.70540000778,1
2,11,2,1,1,16,115,1592,1,2333.76239996869,1
2,11,2,0,9,129,928,1770,1,1699.98169998871,0
2,11,2,0,9,126,925,1530,9,1600.34500004258,1
2,11,2,1,1,28,127,1639,1,2167.03100001905,1
2,11,2,1,1,10,109,1598,1,2050.30419997638,1
2,11,2,2,2,62,211,1659,2,2280.38369998103,1
2,11,2,2,2,93,242,1511,2,2417.1235000249,1
2,11,2,2,2,55,204,1667,2,1850.71159998188,1
2,11,2,1,1,47,146,1794,1,1817.01519998023,1
2,11,2,0,9,109,908,1758,9,1333.58299999963,1
2,11,2,1,1,29,128,1784,1,1883.24749999447,1
2,11,2,2,2,96,245,1565,1,1834.12860002136,0
2,11,2,2,2,69,218,1724,2,2200.55579999462,1
2,11,2,2,2,90,239,1680,2,1749.95069997385,1
2,11,2,2,2,76,225,1737,2,2650.38349997485,1
2,11,2,2,2,86,235,1520,2,1849.95230002096,1
2,11,2,1,1,36,135,1620,1,2483.74169995077,1
2,11,2,2,2,70,219,1614,2,1750.34760002745,1
2,11,2,2,2,97,246,1520,2,2300.43539998587,1
2,11,2,0,9,134,933,1628,9,2050.56639999384,1
2,11,2,2,2,58,207,1682,2,1000.14999997802,1
2,11,2,0,9,128,927,1632,9,1967.07490005065,1
2,11,2,0,9,107,906,1585,9,1967.0256000245,1
2,11,2,1,1,6,105,1777,9,1549.85760001,0
2,11,2,1,1,11,110,1774,1,2267.28580001509,1
2,11,2,0,9,113,912,1563,9,2650.29080002569,1
2,11,2,1,1,13,112,1773,1,2234.20870001428,1
2,11,2,0,9,132,931,1651,9,1883.65610002074,1
2,11,2,2,2,83,232,1544,2,2300.49479997251,1
2,11,2,2,2,52,201,1738,2,1533.6991000222,1
2,11,2,0,9,148,947,1575,9,1400.41369997198,1
2,11,2,2,2,82,231,1567,2,1383.5138999857,1
2,11,2,0,9,122,921,1763,9,1633.95450002281,1
2,11,2,2,2,95,244,1567,2,1150.35680000437,1
2,11,2,0,9,136,935,1744,9,1450.33080002759,1
2,11,2,1,1,5,104,1769,1,1584.12890002364,1
2,11,2,0,9,106,905,1800,9,1400.28200001689,1
2,11,2,1,1,4,103,1565,1,1483.45820000395,1
