3,3,1,2,1,1,21,109,208,1707,1,883.586699987063,1
3,3,1,1,1,2,42,372,471,1613,1,782.787400006782,1
3,3,1,1,2,2,32,272,371,1696,1,600.188699987484,1
3,3,1,1,2,1,31,246,345,1719,1,683.525300002657,1
3,3,1,2,1,1,21,135,234,1543,1,850.439800007734,1
3,3,1,2,2,2,12,56,155,1650,1,733.530600002268,1
3,3,0,0,0,2,90,471,970,1580,0,1516.88880001893,1
3,3,0,0,0,1,90,432,931,1784,0,1366.88829999184,1
3,3,1,2,1,2,22,199,298,1746,1,1266.93909999449,1
3,3,1,2,1,2,22,192,291,1733,1,933.472900011111,1
3,3,1,2,1,1,21,143,242,1605,1,650.145899999188,1
3,3,0,0,0,2,90,460,959,1510,0,1250.22949997219,1
3,3,1,1,1,2,42,360,459,1551,1,800.100199994631,1
3,3,1,2,1,2,22,153,252,1771,1,950.12960000895,1
3,3,1,2,2,1,11,45,144,1556,1,866.80739998701,1
3,3,1,1,2,2,32,258,357,1619,1,1033.48220000044,1
3,3,1,1,2,2,32,273,372,1648,1,833.510099997511,1
3,3,1,2,1,1,21,146,245,1522,1,916.79399998975,1
3,3,1,1,2,2,32,296,395,1550,1,1116.80439999327,1
3,3,1,2,1,2,22,178,277,1720,1,1183.45339997904,1
3,3,1,1,2,1,31,244,343,1508,1,766.805399995064,1
3,3,1,1,2,1,31,205,304,1605,1,850.139500020305,1
3,3,1,2,2,2,12,100,199,1601,1,983.481100003701,1
3,3,1,1,2,1,31,223,322,1629,1,816.796200000681,1
3,3,1,1,1,2,42,365,464,1557,1,900.043799978448,1
3,3,0,0,0,2,90,499,998,1577,0,1483.51920000277,1
3,3,1,1,2,2,32,284,383,1644,1,666.780600004131,1
3,3,1,1,2,2,32,256,355,1687,1,1400.13749999343,1
3,3,1,2,1,2,22,182,281,1589,1,616.796999995131,1
3,3,1,2,2,1,11,20,119,1788,1,916.8155999796,1
3,3,0,0,0,2,90,483,982,1691,0,1316.94200000493,1
3,3,1,1,2,1,31,242,341,1579,1,716.79179999046,1
3,3,1,1,2,2,32,297,396,1794,1,1016.80589999887,1
3,3,0,0,0,1,90,405,904,1709,0,1150.17579999403,1
3,3,1,1,1,2,42,394,493,1578,1,816.802000015741,1
3,3,1,1,2,2,32,263,362,1774,1,633.428500004811,1
3,3,1,2,1,2,22,172,271,1606,1,633.410200010985,1
3,3,1,2,1,1,21,125,224,1746,1,933.483600005275,1
3,3,1,1,1,1,41,316,415,1636,1,600.134799984517,1
3,3,1,1,1,1,41,324,423,1741,1,816.800900007365,1
3,3,1,1,2,2,32,298,397,1714,1,800.152400013758,1
3,3,1,1,2,2,32,262,361,1766,1,750.145099998917,1
3,3,1,2,2,2,12,92,191,1516,1,783.52199998335,1
3,3,1,1,1,1,41,338,437,1559,1,1033.46969999257,1
3,3,1,1,1,2,42,371,470,1694,1,1033.48070001812,1
3,3,1,1,2,1,31,249,348,1571,1,1150.15150001273,1
3,3,1,2,2,1,11,32,131,1509,1,633.52240002132,1
3,3,0,0,0,1,90,448,947,1502,0,1466.80350002134,1
3,3,1,1,1,2,42,381,480,1575,1,1733.49469999084,1
3,3,1,1,2,1,31,220,319,1631,1,600.126400007866,1
3,3,1,1,1,1,41,334,433,1796,1,750.455000001239,1
3,3,1,1,2,2,32,252,351,1664,1,983.465800003614,1
3,3,1,1,2,1,31,232,331,1578,1,583.452099992428,1
3,3,1,1,2,2,32,289,388,1742,1,750.138000003062,1
3,3,1,1,1,1,41,340,439,1602,1,650.114300020505,1
3,3,1,2,1,2,22,173,272,1747,1,750.114599999506,1
3,3,1,2,2,1,11,18,117,1775,1,566.817399987485,1
3,3,0,0,0,1,90,444,943,1754,0,1466.81929999613,1
3,3,1,1,1,2,42,377,476,1677,1,716.801000002306,1
3,3,1,1,2,2,32,267,366,1600,1,933.482699998422,1
3,3,1,2,2,1,11,19,118,1738,1,800.137100013671,1
3,3,1,1,1,2,42,351,450,1590,1,616.794400004437,1
3,3,1,1,1,1,41,304,403,1521,1,700.131899997359,1
3,3,1,2,2,2,12,93,192,1659,1,683.264499995857,1
3,3,1,1,1,1,41,341,440,1786,1,866.791100008413,1
3,3,1,1,1,1,41,305,404,1657,1,733.475100016221,1
3,3,1,1,2,1,31,210,309,1676,1,566.797900013626,1
3,3,1,2,2,1,11,6,105,1529,1,683.463200024562,1
3,3,0,0,0,2,90,463,962,1642,0,1200.1525000087,1
3,3,1,2,1,1,21,136,235,1540,1,733.424900012324,1
3,3,1,2,1,1,21,149,248,1555,1,500.131500011776,1
3,3,1,2,1,2,22,161,260,1734,1,733.460499992361,1
3,3,0,0,0,1,90,431,930,1655,0,1216.82599998894,1
3,3,1,1,1,2,42,369,468,1547,1,633.471500012092,1
3,3,1,1,1,2,42,379,478,1615,1,1266.82380001876,1
3,3,1,1,2,2,32,290,389,1673,1,600.136699998984,1
3,3,1,1,1,2,42,370,469,1757,1,600.130499980878,1
3,3,1,1,1,1,41,302,401,1705,1,800.155400007498,1
3,3,1,2,1,2,22,191,290,1779,1,800.13630000758,1
3,3,1,1,2,1,31,239,338,1627,1,1033.4748000023,1
3,3,1,1,1,2,42,380,479,1675,1,1216.82180001517,1
3,3,1,2,2,2,12,94,193,1734,1,916.83249999187,1
3,3,1,2,2,1,11,30,129,1551,1,700.135000020964,1
3,3,1,1,1,2,42,382,481,1587,1,1000.13259999105,1
3,3,1,2,1,2,22,174,273,1504,1,1333.47840001807,1
3,3,1,2,1,2,22,151,250,1625,1,800.148299982538,1
3,3,1,2,2,2,12,99,198,1503,1,550.129200011725,1
3,3,1,2,2,1,11,42,141,1614,1,750.134400004754,1
3,3,1,1,1,1,41,332,431,1629,1,683.471100026509,1
3,3,0,0,0,2,90,456,955,1731,0,1650.15279999352,1
3,3,0,0,0,1,90,411,910,1659,0,1416.81960001006,1
3,3,1,2,2,2,12,84,183,1665,1,600.116400019033,1
3,3,0,0,0,1,90,413,912,1622,0,1416.82290000608,1
3,3,0,0,0,2,90,475,974,1527,0,1266.81480000843,1
3,3,0,0,0,2,90,451,950,1775,0,1333.49419999286,1
3,3,1,1,1,2,42,399,498,1548,1,950.096699991263,1
3,3,1,2,1,2,22,175,274,1512,1,600.145100004738,1
3,3,1,2,2,2,12,78,177,1575,1,950.174699974013,1
3,3,1,1,1,2,42,383,482,1685,1,933.51229999098,1
3,3,0,0,0,1,90,402,901,1528,0,1283.48339998047,1
3,3,0,0,0,1,90,450,949,1616,0,1350.17230000813,1
3,3,1,1,2,1,31,226,325,1794,1,633.471800014377,1
3,3,1,1,2,1,31,206,305,1782,1,516.8004000152,1
3,3,1,2,1,2,22,189,288,1734,1,550.130299990997,1
3,3,1,1,2,1,31,221,320,1593,1,683.50789998658,1
3,3,0,0,0,2,90,469,968,1573,0,1300.15659998753,1
3,3,1,1,2,1,31,236,335,1535,1,600.113099993905,1
3,3,1,1,1,2,42,392,491,1764,1,983.480399998371,1
3,3,1,1,1,2,42,353,452,1700,1,600.142899987986,1
3,3,1,2,1,2,22,152,251,1514,1,750.151099986397,1
3,3,1,2,2,2,12,97,196,1671,1,1083.49210000597,1
3,3,1,2,2,1,11,29,128,1697,1,733.364199986681,1
3,3,1,2,1,1,21,148,247,1537,1,933.466199989198,1
3,3,1,1,1,2,42,384,483,1579,1,866.806599980919,1
3,3,1,1,2,1,31,248,347,1674,1,650.130599999102,1
3,3,1,2,2,2,12,60,159,1567,1,516.831900022225,1
3,3,1,2,2,2,12,85,184,1776,1,533.479400008218,1
3,3,1,2,1,1,21,150,249,1572,1,1100.14450000017,1
3,3,1,1,1,1,41,326,425,1620,1,866.852099978132,1
